X,Y,CBSAFP,NAME,STATEFP,isApp
-73.030076584209866,44.690488506832054,15540,"Burlington-South Burlington, VT",50,0
-81.349686987296792,41.148184955774845,10420,"Akron, OH",39,0
-86.927491525703687,40.515083730510199,29200,"Lafayette-West Lafayette, IN",18,0
-70.202947612045378,44.166386061133778,30340,"Lewiston-Auburn, ME",23,0
-97.787589221908974,31.207901776707928,28660,"Killeen-Temple, TX",48,0
-81.363575504866404,28.43351001917998,36740,"Orlando-Kissimmee-Sanford, FL",12,0
-70.46806714868498,43.694024459238385,38860,"Portland-South Portland, ME",23,0
-99.317515505979998,38.914587115529969,25700,"Hays, KS",20,0
-122.72913640201168,42.431384259608123,32780,"Medford, OR",41,0
-93.943141703836531,41.547873694257859,19780,"Des Moines-West Des Moines, IA",19,0
-78.576510914013795,37.850666320783198,16820,"Charlottesville, VA",51,0
-97.090082685411389,31.426474695543149,47380,"Waco, TX",48,0
-120.99846459864652,38.781152425404272,40900,"Sacramento--Roseville--Arden-Arcade, CA",06,0
-93.348846201775743,43.673831791345144,10660,"Albert Lea, MN",27,0
-95.570887893416028,33.667170718304405,37580,"Paris, TX",48,0
-84.871986077413197,34.507594618589387,15660,"Calhoun, GA",13,0
-78.471575967033658,40.999969191096433,20180,"DuBois, PA",42,0
-103.79281442690947,44.359290410834816,43940,"Spearfish, SD",46,0
-110.3217668456782,35.399708535815087,43320,"Show Low, AZ",04,0
-83.713096877880631,32.860459758507396,31420,"Macon, GA",13,0
-99.031521729745123,40.73491704779115,28260,"Kearney, NE",31,0
-76.470480703655682,42.448694597249172,27060,"Ithaca, NY",36,0
-122.1658638331587,37.780971417985874,41860,"San Francisco-Oakland-Hayward, CA",06,0
-95.286443405144738,38.564438152764382,36840,"Ottawa, KS",20,0
-80.84199205327306,39.976020482953203,48540,"Wheeling, WV-OH",39,0
-82.919890989298693,40.85065155738959,15340,"Bucyrus, OH",39,0
-89.297597512350663,41.744094398599188,19940,"Dixon, IL",17,0
-97.477112030455373,27.902074613534182,18580,"Corpus Christi, TX",48,0
-105.44475304528305,38.47405550193794,15860,"Caon City, CO",08,0
-98.433868697813949,34.525337484452614,30020,"Lawton, OK",40,0
-83.531870200152795,31.456150943379203,45700,"Tifton, GA",13,0
-121.23989428694689,36.217843170173538,41500,"Salinas, CA",06,0
-92.090929779548688,38.639761468883371,27620,"Jefferson City, MO",29,0
-86.814393073069624,33.463954132249327,13820,"Birmingham-Hoover, AL",01,0
-94.937321387310192,47.973735268119434,13420,"Bemidji, MN",27,0
-83.784443557154376,39.918857738943998,44220,"Springfield, OH",39,0
-90.405575849629173,36.7143197056999,38740,"Poplar Bluff, MO",29,0
-92.594057096804136,37.659029103810191,30060,"Lebanon, MO",29,0
-90.647959880283651,35.698601507773787,27860,"Jonesboro, AR",05,0
-71.400231230108176,41.718957917098578,39300,"Providence-Warwick, RI-MA",25,0
-84.231932194037853,32.09964492721015,11140,"Americus, GA",13,0
-89.662698622547012,42.351648179851807,23300,"Freeport, IL",17,0
-83.2168951498616,33.950290078958083,12020,"Athens-Clarke County, GA",13,0
-97.521443311872531,41.572468806519964,18100,"Columbus, NE",31,0
-113.60725763730612,42.414802507330876,15420,"Burley, ID",16,0
-92.640839067121348,41.335215024973962,36820,"Oskaloosa, IA",19,0
-95.290671426062119,38.882221736983382,29940,"Lawrence, KS",20,0
-77.642242401504674,35.245794302363208,28820,"Kinston, NC",37,0
-85.186234016807589,34.003103578476491,16340,"Cedartown, GA",13,0
-94.267048860666335,44.825644073165627,26780,"Hutchinson, MN",27,0
-91.896248917242929,44.945625233987343,32860,"Menomonie, WI",55,0
-76.577660241169355,39.337628583067392,12580,"Baltimore-Columbia-Towson, MD",24,0
-81.167023232834225,26.555756973814965,17500,"Clewiston, FL",12,0
-75.303241338269899,39.904578303503442,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",24,0
-88.296272541444466,40.225998961150111,16580,"Champaign-Urbana, IL",17,0
-97.025170477653802,32.818182882900125,19100,"Dallas-Fort Worth-Arlington, TX",48,0
-81.04336243528067,34.090204624333104,17900,"Columbia, SC",45,0
-89.815236365818777,35.007585416141033,32820,"Memphis, TN-MS-AR",05,0
-86.458840952814001,35.50784842895947,43180,"Shelbyville, TN",47,0
-88.58969702607061,39.059356910745741,20820,"Effingham, IL",17,0
-81.344002623214081,27.343723537108442,42700,"Sebring, FL",12,0
-97.647698689547312,38.391848584422341,32700,"McPherson, KS",20,0
-85.669964860380233,38.337069963417903,31140,"Louisville/Jefferson County, KY-IN",18,0
-95.37658973060033,35.611937203492495,34780,"Muskogee, OK",40,0
-95.396450507663005,29.781906907752365,26420,"Houston-The Woodlands-Sugar Land, TX",48,0
-84.563820812868954,46.300767726387868,42300,"Sault Ste. Marie, MI",26,0
-89.483982950554591,34.355893197926832,37060,"Oxford, MS",28,0
-123.4291481360125,44.491059134563926,18700,"Corvallis, OR",41,0
-85.896747215556346,39.209126718531984,18020,"Columbus, IN",18,0
-79.745039074575814,35.003730571392779,40460,"Rockingham, NC",37,0
-93.149216036299805,34.576920741417126,26300,"Hot Springs, AR",05,0
-96.961200786140566,46.91749844425366,22020,"Fargo, ND-MN",27,0
-81.809413733801762,27.1867789302738,11580,"Arcadia, FL",12,0
-81.943632746020583,39.965759640206969,49780,"Zanesville, OH",39,0
-89.590285358818775,30.766468398306372,38100,"Picayune, MS",28,0
-92.060155943427304,30.021036581536301,29180,"Lafayette, LA",22,0
-91.385922261565284,40.027484625447499,39500,"Quincy, IL-MO",29,0
-76.516015158132774,41.788821104470358,42380,"Sayre, PA",42,0
-86.412529407099527,41.954688117795413,35660,"Niles-Benton Harbor, MI",26,0
-91.115036932034954,41.484679676473142,34700,"Muscatine, IA",19,0
-86.04525047816405,40.769409653049607,37940,"Peru, IN",18,0
-104.65854121128916,38.842659633439823,17820,"Colorado Springs, CO",08,0
-90.475972795746074,37.812102314774513,22100,"Farmington, MO",29,0
-95.453354687078701,45.933484905516359,10820,"Alexandria, MN",27,0
-84.936767024011473,40.745700592642216,19540,"Decatur, IN",18,0
-84.202576764400604,40.331599008713603,43380,"Sidney, OH",39,0
-98.090470503050369,27.731039377856167,10860,"Alice, TX",48,0
-71.423746389117809,43.517345169579691,29060,"Laconia, NH",33,0
-97.782655170016099,36.379133396489706,21420,"Enid, OK",40,0
-71.103414351849295,42.55380608022017,14460,"Boston-Cambridge-Newton, MA-NH",33,0
-94.177528894926965,42.427859827911874,22700,"Fort Dodge, IA",19,0
-120.0168020783514,34.673589424925197,42200,"Santa Maria-Santa Barbara, CA",06,0
-90.4529350229556,31.530054093391204,15020,"Brookhaven, MS",28,0
-86.344072497980747,40.762947638899085,30900,"Logansport, IN",18,0
-91.631425046858652,42.091532793657024,16300,"Cedar Rapids, IA",19,0
-109.75189212910179,31.879100364697283,43420,"Sierra Vista-Douglas, AZ",04,0
-90.846911180888796,34.429657030416358,25760,"Helena-West Helena, AR",05,0
-85.004935694837314,42.246338337849323,12980,"Battle Creek, MI",26,0
-85.610945705243822,31.430400425953106,37120,"Ozark, AL",01,0
-97.651022418645667,38.95917578806722,41460,"Salina, KS",20,0
-76.82473365952373,42.78068635256038,42900,"Seneca Falls, NY",36,0
-89.91476161183779,41.754756074692253,44580,"Sterling, IL",17,0
-81.917290183555735,40.300961658377624,18740,"Coshocton, OH",39,0
-121.86568799234044,47.553497727249791,42660,"Seattle-Tacoma-Bellevue, WA",53,0
-83.83853203938331,42.25310500360051,11460,"Ann Arbor, MI",26,0
-105.5474008277566,44.248759378927808,23940,"Gillette, WY",56,0
-92.409824740029677,40.879219783061565,36900,"Ottumwa, IA",19,0
-82.500794035787905,37.040568504281431,13720,"Big Stone Gap, VA",51,0
-83.99158271368853,43.701385138372942,13020,"Bay City, MI",26,0
-90.588826842581568,33.601925784851936,26940,"Indianola, MS",28,0
-90.21330340194551,40.931487793703582,23660,"Galesburg, IL",17,0
-101.89302811911725,35.837692416561111,20300,"Dumas, TX",48,0
-86.116497068071624,35.296488318598158,46100,"Tullahoma-Manchester, TN",47,0
-84.139957158960357,39.82953440960955,19380,"Dayton, OH",39,0
-95.838061028829031,44.413278646748203,32140,"Marshall, MN",27,0
-93.205643503562058,39.135828172836433,32180,"Marshall, MO",29,0
-93.230400566279826,33.214453001867774,31620,"Magnolia, AR",05,0
-98.756386460057897,38.478882310370182,24460,"Great Bend, KS",20,0
-90.221609334130434,32.317078255778164,27140,"Jackson, MS",28,0
-97.395292105598202,43.008635470858032,49460,"Yankton, SD",46,0
-84.145867799053718,42.953930125557754,37020,"Owosso, MI",26,0
-96.949285695145178,35.209442620229026,43060,"Shawnee, OK",40,0
-82.275402057099313,40.844191511052323,11740,"Ashland, OH",39,0
-101.94772421491527,32.742555715621748,29500,"Lamesa, TX",48,0
-99.823285783795782,40.759307307974126,30420,"Lexington, NE",31,0
-96.689460503013748,40.261856731936881,13100,"Beatrice, NE",31,0
-81.477800431020697,40.444222859157286,35420,"New Philadelphia-Dover, OH",39,0
-103.34688620749208,34.574166049907184,17580,"Clovis, NM",35,0
-101.47805917321931,32.088600155811029,13700,"Big Spring, TX",48,0
-88.301410134358164,36.331503297056599,37540,"Paris, TN",47,0
-97.188276767010279,44.977881189989724,47980,"Watertown, SD",46,0
-118.7277796290569,35.343294250343689,12540,"Bakersfield, CA",06,0
-103.47987550203769,34.021014795590617,38780,"Portales, NM",35,0
-110.81593367673888,33.802487796705613,37740,"Payson, AZ",04,0
-90.748281382549578,35.022019754897727,22620,"Forrest City, AR",05,0
-94.999808957972661,35.906927754038904,45140,"Tahlequah, OK",40,0
-92.999081899440142,42.035868370017624,32260,"Marshalltown, IA",19,0
-88.748640101491603,44.850868747246722,43020,"Shawano, WI",55,0
-87.731996271830283,40.181795704407605,19180,"Danville, IL",17,0
-95.167058907828249,31.838858025387758,27380,"Jacksonville, TX",48,0
-156.57104512699053,20.865923188305413,27980,"Kahului-Wailuku-Lahaina, HI",15,0
-84.490722556424629,41.323989269744104,19580,"Defiance, OH",39,0
-77.613831488806966,40.613556134425899,30380,"Lewistown, PA",42,0
-77.998457535043386,35.358348131637406,24140,"Goldsboro, NC",37,0
-99.762291723297707,29.357396374519553,46620,"Uvalde, TX",48,0
-118.79930628614066,36.22057331126706,47300,"Visalia-Porterville, CA",06,0
-85.419649968809424,41.396752922319735,28340,"Kendallville, IN",18,0
-120.99523340353822,37.558089845672924,33700,"Modesto, CA",06,0
-95.743295299734768,37.192364206282996,17700,"Coffeyville, KS",20,0
-84.388043739435517,43.643307708794723,33220,"Midland, MI",26,0
-89.73411260891713,45.337375320576854,32980,"Merrill, WI",55,0
-97.851418917819927,34.48556989379415,20340,"Duncan, OK",40,0
-76.456518406639219,40.366803105735613,30140,"Lebanon, PA",42,0
-94.070652364505975,30.305005256501229,13140,"Beaumont-Port Arthur, TX",48,0
-83.625733417512137,45.034466448994635,10980,"Alpena, MI",26,0
-86.365504307775666,30.665479997692877,18880,"Crestview-Fort Walton Beach-Destin, FL",12,0
-120.35639141409128,44.142395269811239,39260,"Prineville, OR",41,0
-96.373041965070044,42.579154785294506,43580,"Sioux City, IA-NE-SD",46,0
-77.094458052781462,40.327766750559022,25420,"Harrisburg-Carlisle, PA",42,0
-84.431378045373208,38.092479909660973,30460,"Lexington-Fayette, KY",21,0
-122.39223161613859,46.577426911554213,16500,"Centralia, WA",53,0
-88.663206648017464,32.413235139983051,32940,"Meridian, MS",28,0
-74.262607842371921,41.888751696582801,28740,"Kingston, NY",36,0
-94.209165602652803,33.470641069169055,45500,"Texarkana, TX-AR",05,0
-96.508799589539194,39.341022008303909,31740,"Manhattan, KS",20,0
-96.677260781739022,33.626989375965408,43300,"Sherman-Denison, TX",48,0
-80.505262849868842,26.159115801306314,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",12,0
-82.991056044650378,38.800517672656127,39020,"Portsmouth, OH",39,0
-114.56803744089258,42.437407776444878,46300,"Twin Falls, ID",16,0
-102.34316758669713,33.607712564848875,30220,"Levelland, TX",48,0
-118.11099320930141,41.406838033157413,49080,"Winnemucca, NV",32,0
-79.398881386291038,36.043635284670366,15500,"Burlington, NC",37,0
-84.13578961182175,36.043418476588066,28940,"Knoxville, TN",47,0
-79.876058641337494,36.685456061690743,32300,"Martinsville, VA",51,0
-81.494954359437614,38.270848362244863,16620,"Charleston, WV",54,0
-98.501178035715128,40.524494201840952,25580,"Hastings, NE",31,0
-80.564194276934131,41.2416910536041,49660,"Youngstown-Warren-Boardman, OH-PA",42,0
-98.217734167741582,32.236026531355527,44500,"Stephenville, TX",48,0
-82.542483355067048,40.773050571102168,31900,"Mansfield, OH",39,0
-89.501567769836754,44.475620776095937,44620,"Stevens Point, WI",55,0
-97.965984581333018,43.674773948764951,33580,"Mitchell, SD",46,0
-97.490063781598977,42.043594071834818,35740,"Norfolk, NE",31,0
-98.951976671244495,46.978718881786236,27420,"Jamestown, ND",38,0
-87.72067909792159,34.808171846517496,22520,"Florence-Muscle Shoals, AL",01,0
-104.81326785048842,35.480310923987972,29780,"Las Vegas, NM",35,0
-80.703091878111934,40.388020368570743,48260,"Weirton-Steubenville, WV-OH",39,0
-101.99106857110235,32.089653250665663,33260,"Midland, TX",48,0
-88.557847516511515,40.891882914985977,38700,"Pontiac, IL",17,0
-88.709328532064504,43.415770045677185,13180,"Beaver Dam, WI",55,0
-76.763758010737803,42.139279580505239,21300,"Elmira, NY",36,0
-94.620823055859375,31.622077502976971,34860,"Nacogdoches, TX",48,0
-71.675857467327702,43.29555390746259,18180,"Concord, NH",33,0
-99.681280181827844,35.268624514361676,21120,"Elk City, OK",40,0
-121.59872057558313,39.669162317252571,17020,"Chico, CA",06,0
-130.93431623640797,55.588182464927058,28540,"Ketchikan, AK",02,0
-85.216531108535392,41.005472642842697,23060,"Fort Wayne, IN",18,0
-95.753260925855187,43.674288583948169,49380,"Worthington, MN",27,0
-87.398806083834941,35.221641541432525,29980,"Lawrenceburg, TN",47,0
-95.150984442745695,43.377818948631457,44020,"Spirit Lake, IA",19,0
-92.955767848004001,34.315956685484387,31680,"Malvern, AR",05,0
-97.398113971549975,37.625039741028353,48620,"Wichita, KS",20,0
-85.359272532339304,32.607697501844477,12220,"Auburn-Opelika, AL",01,0
-88.96342505259048,39.860649133025909,19500,"Decatur, IL",17,0
-73.036853106100324,43.574810348791665,40860,"Rutland, VT",50,0
-81.555256840238314,35.336337483791908,43140,"Shelby, NC",37,0
-100.81292223381114,35.400818779902565,37420,"Pampa, TX",48,0
-84.044642176564665,36.920974762946557,30940,"London, KY",21,0
-82.042355777659793,39.333987903205497,11900,"Athens, OH",39,0
-78.191351931529312,43.002260100543019,12860,"Batavia, NY",36,0
-101.82681138878637,34.070449005734012,38380,"Plainview, TX",48,0
-84.11238952580922,40.769554734401169,30620,"Lima, OH",39,0
-79.830871258852113,40.439406726303886,38300,"Pittsburgh, PA",42,0
-89.143813159806314,31.817838521373631,29860,"Laurel, MS",28,0
-81.683918465401263,41.375542890390108,17460,"Cleveland-Elyria, OH",39,0
-105.73984589947588,32.614258057833126,10460,"Alamogordo, NM",35,0
-96.639795495648627,28.495093084541505,38920,"Port Lavaca, TX",48,0
-98.490648048801248,33.775003022862926,48660,"Wichita Falls, TX",48,0
-70.292133141018695,41.723651696167394,12700,"Barnstable Town, MA",25,0
-82.472338021351547,29.689100258423242,23540,"Gainesville, FL",12,0
-86.737593697978966,41.54713972738228,33140,"Michigan City-La Porte, IN",18,0
-79.221287092297004,37.366396247391897,31340,"Lynchburg, VA",51,0
-112.07072619238171,33.185827829031922,38060,"Phoenix-Mesa-Scottsdale, AZ",04,0
-82.459551490801132,28.854714424298368,26140,"Homosassa Springs, FL",12,0
-91.947631680127273,34.077769826109154,38220,"Pine Bluff, AR",05,0
-114.20044084501102,43.32630604789378,25200,"Hailey, ID",16,0
-85.488284893846696,42.99883000770258,24340,"Grand Rapids-Wyoming, MI",26,0
-115.470888067573,43.354881308182463,34300,"Mountain Home, ID",16,0
-83.531263169492149,34.630709902887226,18460,"Cornelia, GA",13,0
-82.322371178864827,27.347820693639363,35840,"North Port-Sarasota-Bradenton, FL",12,0
-105.6315172066944,36.579139718988365,45340,"Taos, NM",35,0
-93.26107085033702,43.203711959342293,32380,"Mason City, IA",19,0
-88.444988285798161,33.468568331070664,18060,"Columbus, MS",28,0
-88.541528959787954,42.668459436990958,48580,"Whitewater-Elkhorn, WI",55,0
-84.298245156641272,32.879913823913427,45580,"Thomaston, GA",13,0
-122.88959538833194,38.529789411697948,42220,"Santa Rosa, CA",06,0
-85.528034924081936,41.914432152578264,44780,"Sturgis, MI",26,0
-92.664560834680486,32.597984810182901,40820,"Ruston, LA",22,0
-96.165424811785243,36.249621525929435,46140,"Tulsa, OK",40,0
-101.20382440326988,48.318884164982649,33500,"Minot, ND",38,0
-80.0440872683089,33.041609843689052,16700,"Charleston-North Charleston, SC",45,0
-112.81806536382811,41.432698912597097,36260,"Ogden-Clearfield, UT",49,0
-81.668737530963938,30.931802850099096,41220,"St. Marys, GA",13,0
-81.249831036426471,40.717864361298801,15940,"Canton-Massillon, OH",39,0
-116.59729102763778,48.29637186132824,41760,"Sandpoint, ID",16,0
-91.64948489842871,41.511237820775584,26980,"Iowa City, IA",19,0
-84.593263489380135,41.887439490541588,25880,"Hillsdale, MI",26,0
-81.745398780983109,32.399202628059086,44340,"Statesboro, GA",13,0
-121.64869299780841,45.516861688206589,26220,"Hood River, OR",41,0
-87.107078528319349,32.32772277075378,42820,"Selma, AL",01,0
-88.371416066650241,44.288705380481673,11540,"Appleton, WI",55,0
-90.677755411687201,40.456747224996626,31380,"Macomb, IL",17,0
-105.53863432238279,31.511788026411985,21340,"El Paso, TX",48,0
-106.79795606770568,42.962435899805413,16220,"Casper, WY",56,0
-82.362185674603111,31.140215293249756,48180,"Waycross, GA",13,0
-123.87562226265609,40.699098508904278,21700,"Eureka-Arcata-Fortuna, CA",06,0
-85.335337642476034,44.338135041660301,15620,"Cadillac, MI",26,0
-76.099856778513768,38.768403680878414,20660,"Easton, MD",24,0
-90.65954412063077,31.173709399057543,32620,"McComb, MS",28,0
-69.7668231005742,44.408196025743884,12300,"Augusta-Waterville, ME",23,0
-106.99035404717768,40.484086520510409,44460,"Steamboat Springs, CO",08,0
